Kolonne1;id;work_id;sex;age;year_birth;work_percent;nace;region_code;region;date
0;29101946112;;Menn;0.0;2019;;;;;01.09.2019
1;26101930288;;Menn;0.0;2019;;;;;01.09.2019
2;22091952214;;Menn;0.0;2019;;;;;01.09.2019
3;4071997222;;Menn;0.0;2019;;;;;01.09.2019
4;7101970642;;Menn;0.0;2019;;;;;01.09.2019
5;19031908122;;Menn;0.0;2019;;;;;01.09.2019
6;9061955456;;Menn;0.0;2019;;;;;01.09.2019
7;26101992348;;Menn;0.0;2019;;;;;01.09.2019
8;20081921770;;Menn;0.0;2019;;;;;01.09.2019
9;7041950990;;Menn;0.0;2019;;;;;01.09.2019
10;1071994798;;Menn;0.0;2019;;;;;01.09.2019
11;7111905272;;Menn;0.0;2019;;;;;01.09.2019
12;5011997110;;Menn;0.0;2019;;;;;01.09.2019
13;5071903566;;Menn;0.0;2019;;;;;01.09.2019
14;7011977596;;Menn;0.0;2019;;;;;01.09.2019
15;13031951918;;Menn;0.0;2019;;;;;01.09.2019
16;15121990058;;Menn;0.0;2019;;;;;01.09.2019
17;26081907440;;Menn;0.0;2019;;;;;01.09.2019
18;17061966458;;Menn;0.0;2019;;;;;01.09.2019
19;30081945348;;Menn;0.0;2019;;;;;01.09.2019
20;7051922074;;Menn;0.0;2019;;;;;01.09.2019
21;26031977956;;Menn;0.0;2019;;;;;01.09.2019
22;20121911538;;Menn;0.0;2019;;;;;01.09.2019
23;16061928836;;Menn;0.0;2019;;;;;01.09.2019
24;8091927550;;Menn;0.0;2019;;;;;01.09.2019
25;25021991700;;Menn;0.0;2019;;;;;01.09.2019
26;29051938930;;Menn;0.0;2019;;;;;01.09.2019
27;19031989356;;Menn;0.0;2019;;;;;01.09.2019
28;21111944988;;Menn;0.0;2019;;;;;01.09.2019
29;4111910096;;Menn;0.0;2019;;;;;01.09.2019
30;1081952602;;Menn;0.0;2019;;;;;01.09.2019
31;7061940248;;Menn;0.0;2019;;;;;01.09.2019
32;22011915606;;Menn;0.0;2019;;;;;01.09.2019
33;10031921018;;Menn;0.0;2019;;;;;01.09.2019
34;8121983738;;Menn;0.0;2019;;;;;01.09.2019
35;3121901350;;Menn;0.0;2019;;;;;01.09.2019
36;25011909080;;Menn;0.0;2019;;;;;01.09.2019
37;6071903956;;Menn;0.0;2019;;;;;01.09.2019
38;28121936540;;Menn;0.0;2019;;;;;01.09.2019
39;24051920246;;Menn;0.0;2019;;;;;01.09.2019
40;30051978146;;Menn;0.0;2019;;;;;01.09.2019
41;21081905052;;Menn;0.0;2019;;;;;01.09.2019
42;26021929630;;Menn;0.0;2019;;;;;01.09.2019
43;4071970110;;Menn;0.0;2019;;;;;01.09.2019
44;7041975430;;Menn;0.0;2019;;;;;01.09.2019
45;6021963780;;Menn;0.0;2019;;;;;01.09.2019
46;9031913096;;Menn;0.0;2019;;;;;01.09.2019
47;23081911990;;Menn;0.0;2019;;;;;01.09.2019
48;2091941072;;Menn;0.0;2019;;;;;01.09.2019
49;6071999716;;Menn;0.0;2019;;;;;01.09.2019
50;12061973524;;Menn;0.0;2019;;;;;01.09.2019
51;28021997632;;Menn;0.0;2019;;;;;01.09.2019
52;4011904496;;Menn;0.0;2019;;;;;01.09.2019
53;3011939800;;Menn;0.0;2019;;;;;01.09.2019
54;23051984844;;Menn;0.0;2019;;;;;01.09.2019
55;18051970412;;Menn;0.0;2019;;;;;01.09.2019
56;18051965486;;Menn;0.0;2019;;;;;01.09.2019
57;12011942816;;Menn;0.0;2019;;;;;01.09.2019
58;15051962664;;Menn;0.0;2019;;;;;01.09.2019
59;11011916734;;Menn;0.0;2019;;;;;01.09.2019
60;22021998378;;Menn;0.0;2019;;;;;01.09.2019
61;31011980882;;Menn;0.0;2019;;;;;01.09.2019
62;19041984118;;Menn;0.0;2019;;;;;01.09.2019
